id,name,type,category,edge_count,created_from,edge_types,evidence_snippet,decision
1477,Lawyers' Committee for Civil Rights Under Law,organization,Ethics/Bias/Rights,1,Ed Markey,partner_of,"Today, in partnership with the Lawyers' Committee for Civil Rights Under Law, Senator Ed Markey (D-MA)and Representatives Yvette Clarke, Summer Lee, Ayanna Pressley, and Pramila Jayapal introduced the AI Civil Rights Act",
1459,Pathos Consulting Group,organization,Ethics/Bias/Rights,1,Elliston Berry,collaborator,"Berry helped to create an online training course to teach students, parents and school staff about non-consensual, explicit deepfake image abuse, in partnership with cybersecurity firm Adaptive Security and Pathos Consulting Group",
1478,The Leadership Conference on Civil and Human Rights,organization,Ethics/Bias/Rights,1,Ed Markey,supporter_of,"said Maya Wiley, President and CEO of The Leadership Conference on Civil and Human Rights. ""The AI Civil Rights Act... and holding companies that create and use AI accountable for protecting our rights. We are grateful for Senator Markey""",
1663,Adam Gleave,person,Executive,1,FAR.AI,employed_by,FAR is headed by Dr. Adam Gleave (CEO) and Karl Berzins (COO),
1436,Alex LeBrun,person,Executive,1,Yann LeCun,co_founded_with,"The company he founded, Advanced Machine Intelligence Labs(or AMI Labs), is run by CEO Alex LeBrun",
1174,Allen Karns,person,Executive,1,Vanderbilt University,employed_by,Chief AI and Technology Officer Allen Karns,
1605,Allison Duettmann,person,Executive,2,Foresight Institute; Lionheart Ventures,advises; employed_by,Allison Duettmann CEO | Allison Duettmann AI Advisor President and CEO of Foresight Institute,
1684,Amanda El-Dakhakhni,person,Executive,1,Institute for AI Policy and Strategy (IAPS),employed_by,"Amanda El-Dakhakhni has become Director, leading our compute policy team",
1630,Amba Kak,person,Executive,1,AI Now Institute,employed_by,Amba Kak Co-Executive Director,
1660,Andrea Miotti,person,Executive,1,Narrow Path (by ControlAI),employed_by,"Andrea Miotti, the Executive Director of Control AI and the lead author of A Narrow Path",
1544,Ankesh Chandaria,person,Executive,1,AI Safety Foundation,employed_by,Ankesh ChandariaChief Executive Officer,
1641,Anthony Armstrong,person,Executive,1,xAI,employed_by,"Key people | Elon Musk (CEO), Anthony Armstrong (CFO)",
1722,Arthur Mensch,person,Executive,1,Mistral AI,founded,"Mistral AI was established in April 2023 by three French AI researchers, Arthur Mensch, Guillaume Lample and Timothée Lacroix",
1235,Ashok Elluswamy,person,Executive,1,Tesla,employed_by,"Ashok Elluswamy, Tesla's VP of AI and head of the Optimus program since June 2025",
1349,Ben Mann,person,Executive,1,Mike Krieger,collaborator,"he'll co-lead the Labs team with Ben Mann, who has been the company's product engineering lead",
1387,Ben Mildenhall,person,Executive,1,Fei-Fei Li,co_founded_with,"my cofounders Justin Johnson, Christoph Lassner, Ben Mildenhall, and I created World Labs more than one year ago",
1549,Bill Morris,person,Executive,1,AI Safety Foundation,board_member,Bill MorrisDirector,
1509,Bill Zito,person,Executive,1,Redwood Research,founded,"The organization was established by Nate Thomas (CEO), Bill Zito (COO), and Buck Shlegeris(CTO)",
1196,Brad Smith,person,Executive,1,University of Washington,employed_by,Microsoft Vice Chair and President Brad Smith,
1460,Brian Long,person,Executive,1,Elliston Berry,collaborator,Elliston has teamed up with Adaptive Security CEO and founder Brian Long and the Pathos Consulting Group to launch a series of free trainings for parents and educators,
1579,Brittney G,person,Executive,1,AI Objectives Institute,co_founded_with,"Brittney G: Co-Founder, Vice President",
1507,Buck Shlegeris,person,Executive,2,Alignment Research Center (ARC); Redwood Research,board_member; founded,"ARC's board members are Jacob Hilton, Buck Shlegeris, and Ben Hoskin | The organization was established by Nate Thomas (CEO), Bill Zito (COO), and Buck Shlegeris(CTO)",
1232,Cathy Li,person,Executive,1,World Economic Forum,employed_by,"Cathy Li Head, Centre for AI Excellence; Member of the Executive Committee, World Economic Forum",
1386,Christoph Lassner,person,Executive,1,Fei-Fei Li,co_founded_with,"my cofounders Justin Johnson, Christoph Lassner, Ben Mildenhall, and I created World Labs more than one year ago",
1503,Claire Zabel,person,Executive,1,Coefficient Giving (formerly Open Philanthropy),employed_by,"Claire Zabel Managing Director, Short Timelines Special Projects",
1350,Clay Bavor,person,Executive,1,Josh Woodward,former_colleague,"Clay Bavor, former head of Google Labs, said Woodward's ability to move fast, break down barriers and execute 'has landed him right at the center of the most important work at Google.'",
1577,Colleen Mckenzie,person,Executive,1,AI Objectives Institute,employed_by,Colleen Mckenzie: Executive Director,
1690,Connor Axiotes,person,Executive,1,Leaf: Dilemmas and Dangers in AI,affiliated,"Connor is an AI policy and communications expert. Most recently, he worked as Strategic Communications Lead at Conjecture, a startup building a new AI architecture to ensure the controllable, safe development of",
1205,Daniel Barcay,person,Executive,1,Center for Humane Technology,employed_by,Daniel Barcay: Executive Director (left Feb 2026),
1649,Daniel Gross,person,Executive,2,Conjecture; Safe Superintelligence Inc.,co_founded_with; invested_in,"We have VC backing from, among others, Nat Friedman, Daniel Gross, Patrick and John Collison, Arthur Breitman, Andrej Karpathy, and Sam Bankman-Fried | Safe Superintelligence Inc. (SSI Inc.) is an Israeli-American artificial intelligence company founded by Ilya Sutskever, the former chief scientist ",
1547,David Duvenaud,person,Executive,1,AI Safety Foundation,board_member,David DuvenaudDirector,
1603,David Norman,person,Executive,1,Cooperative AI Foundation,employed_by,David Norman: Managing Director,
1703,David Singleton,person,Executive,1,Meta AI,employed_by,"All three Dreamer co-founders, David Singleton, Hugo Barra, and Nicholas Jitkoff, are joining the Meta Superintelligence Labs division led by Chief AI Officer Alexandr Wang.",
1563,Emmett Shear,person,Executive,1,Softmax,co_founded_with,"Emmett Shear is the cofounder and ex-CEO of Twitch, ex-interim-CEO of OpenAI, and a former Y Combinator partner. He recently announced Softmax, a new AI alignment research company.",
1538,Eric Ho,person,Executive,1,Goodfire,employed_by,Goodfire CEO Eric Ho,
1635,Esben Kran,person,Executive,1,European Network for AI Safety (ENAIS),board_member,Esben Kran Board member in Denmark,
1346,Greg Brockman,person,Executive,2,OpenAI; Sam Altman,co_founded_with,"Key people: Bret Taylor (chairman), Sam Altman (CEO), Greg Brockman (president), Sarah Friar (CFO), Fidji Simo (CEO of Applications) | OpenAI was initially founded as a nonprofit organization by Altman, Greg Brockman, Elon Musk, Jessica Livingston, Peter Thiel, Microsoft",
1626,Henry Papadatos,person,Executive,1,SaferAI,employed_by,Henry is Managing Director,
1704,Hugo Barra,person,Executive,1,Meta AI,employed_by,"All three Dreamer co-founders, David Singleton, Hugo Barra, and Nicholas Jitkoff, are joining the Meta Superintelligence Labs division led by Chief AI Officer Alexandr Wang.",
1737,Jacob Hilton,person,Executive,1,Alignment Research Center (ARC),employed_by,"ARC's officers are Jacob Hilton (President), Kyle Scott (Treasurer), and Harshita Khera (Secretary)",
1585,Jaime Sevilla,person,Executive,1,Epoch AI,co_founded_with,"Epoch AI was co-founded in June 2022 by Jaime Sevilla and Tamay Besiroglu, among others, with Sevilla serving as the organization's Executive Director",
1320,Jean-François Gagné,person,Executive,1,Element AI,founded,"Element AI was founded in October 2016 by Jean-François Gagné and co-founders Yoshua Bengio, Anne Martel, Nicolas Chapados, and Philippe Beaudoin",
1682,Jenny Marron,person,Executive,1,Institute for AI Policy and Strategy (IAPS),employed_by,Jenny Marron has been appointed Executive Director of IAPS,
1702,Jérôme Pesenti,person,Executive,1,Meta AI,employed_by,"Meta AI was directed by Yann LeCun until 2018, when Jérôme Pesenti succeeded the role.",
1654,Jesse Hoogland,person,Executive,1,Timaeus,founded,"Jesse Hoogland is the executive director of Timaeus, an AI safety non-profit working on interpretability and alignment",
1376,Joe Biden,person,Executive,4,Alondra Nelson; Arati Prabhakar; Bernie Sanders; Bruce Reed,advises; employed_by; supporter_of,"From 2021 to 2023, she was deputy assistant to President Joe Biden and principal deputy director for science and society of the White House Office of Science and Technology Policy | From October 3, 2022 to January 20, 2025, she served as the 12th director of the White House Office of Science and Tec",
1592,Jonas Vollmer,person,Executive,2,AI Futures Project; Macroscopic Ventures,employed_by,Jonas Vollmer: Chief Operating Officer | Jonas Vollmer Chief Financial Officer Jonas oversees our investments and advises on grantmaking. He has held executive and managerial roles at various AI safety organizations.,
1636,Jonathan Claybrough,person,Executive,1,European Network for AI Safety (ENAIS),board_member,Jonathan Claybrough Board member in France,
1708,Judd Rosenblatt,person,Executive,1,AE Studio,founded,The tech consultancy stork brought baby AE Studio to Judd Rosenblatt,
1385,Justin Johnson,person,Executive,1,Fei-Fei Li,co_founded_with,"my cofounders Justin Johnson, Christoph Lassner, Ben Mildenhall, and I created World Labs more than one year ago",
1664,Karl Berzins,person,Executive,1,FAR.AI,employed_by,FAR is headed by Dr. Adam Gleave (CEO) and Karl Berzins (COO),
1631,Kate Brennan,person,Executive,1,AI Now Institute,employed_by,Kate Brennan Senior Director,
1247,Larry Fink,person,Executive,1,BlackRock,employed_by,BlackRock CEO Larry Fink told analysts during the call,
1759,Lily Sands,person,Executive,1,Secure AI Project,employed_by,Lily Sands Chief of Staff,
1123,Marc Benioff,person,Executive,1,Time (AI coverage),affiliated,"(Salesforce, where TIME owner Marc Benioff is CEO, is an investor in Anthropic.)",
1710,Marc Carauleanu,person,Executive,1,AE Studio,employed_by,Marc Carauleanu: Chief Scientist (joined Dec 2025),
1666,Marc Warner,person,Executive,1,Intelligence Rising,collaborator,The only attempt to connect the abstract geopolitical conversation with everyday reality appears through the personal thread involving Dr. Marc Warner — CEO and co-founder of the AI company Faculty,
1230,Maria Basso,person,Executive,1,World Economic Forum,employed_by,"Maria Basso Head, AI Applications and Impact, World Economic Forum",
1591,Maria de la Lama,person,Executive,1,Epoch AI,board_member,"This means that we now have our own board of directors, currently consisting of Tom Davidson, Ajeya Cotra, Jaime Sevilla, and Maria de la Lama",
1646,Mario Gibney,person,Executive,1,Trajectory Labs,employed_by,"The office is managed by the coauthors of this post: - Mario Gibney, Executive Director",
1344,Mark Chen,person,Executive,1,Jakub Pachocki,collaborator,That responsibility falls to OpenAI's twin heads of research—chief research officer Mark Chen and chief scientist Jakub Pachocki.,
1697,Mark D Gray,person,Executive,1,FTC (Federal Trade Commission),employed_by,"September 2025 Prepared and issued by Mark D Gray, Chief Artificial Intelligence Officer",
1334,Mark Nitzberg,person,Executive,2,Center for Human-Compatible AI (CHAI); International Association for Safe and Ethical AI,employed_by,"Executive director | Mark Nitzberg | Stuart Russell (President), Mark Nitzberg (Interim Executive Director), Amir Banifatemi (Board Member)",
1499,Matt Fredrikson,person,Executive,1,Gray Swan,founded,"Matt Fredrikson, CEO and Co-Founder of Gray Swan",
1546,Meg Sintzel,person,Executive,1,AI Safety Foundation,board_member,Meg SintzelDirector,
1339,Mohammed bin Salman,person,Executive,1,Humain,board_member,Chaired by HRH the Crown Prince,
1508,Nate Thomas,person,Executive,1,Redwood Research,founded,"The organization was established by Nate Thomas (CEO), Bill Zito (COO), and Buck Shlegeris(CTO)",
1705,Nicholas Jitkoff,person,Executive,1,Meta AI,employed_by,"All three Dreamer co-founders, David Singleton, Hugo Barra, and Nicholas Jitkoff, are joining the Meta Superintelligence Labs division led by Chief AI Officer Alexandr Wang.",
1757,Nick Beckstead,person,Executive,1,Secure AI Project,employed_by,Nick Beckstead Co-Founder & Chief Executive Officer,
1502,Nick Winter,person,Executive,1,Gray Swan,employed_by,I later ended up joining Gray Swan AI as VP Product & Growth,
1298,Nimar Arora,person,Executive,1,Bayesian Logic Inc.,co_founded_with,"2012-present, co-Founder, Bayesian Logic Inc.",
1587,Pablo Villalobos,person,Executive,1,Epoch AI,founded,"Our founding team consists of seven members – Jaime Sevilla, Tamay Besiroglu, Lennart Heim, Pablo Villalobos, Edu Roldán, Marius Hobbhahn, and Anson Ho",
1763,Paul Scharre,person,Executive,1,Center for a New American Security (CNAS),employed_by,Paul Scharre is the executive vice president at the Center for a New American Security and the author of Four Battlegrounds: Power in the Age of Artificial Intelligence.,
1233,Peter Lee,person,Executive,1,Microsoft Research,employed_by,"—Peter Lee, President, Microsoft Research",
1648,Peter McIntyre,person,Executive,1,Trajectory Labs,founded,I've founded a company: Trajectory Labs is a stealth AI security startup working with leading AI companies.,
1683,Peter Wildeford,person,Executive,1,Institute for AI Policy and Strategy (IAPS),employed_by,"Peter Wildeford, who co-founded IAPS and has since served as the Chief Advisory Executive, will now transition to the role of Chief Strategy Officer",
1212,Pierre Boivin,person,Executive,1,Mila,board_member,"Pierre Boivin, Chairman of the Board",
1445,President Biden,person,Executive,1,Tim Wu,employed_by,"Until this year, Tim Wu was Special Assistant to President Biden for competition and tech policy",
1545,Richard Phillips,person,Executive,1,AI Safety Foundation,board_member,Richard PhillipsChair of the Board,
1700,Rob Fergus,person,Executive,1,Meta AI,founded,"Founders | Rob Fergus, Yann LeCun, Serkan Piantino, Mark Zuckerberg",
1248,Rob Goldstein,person,Executive,1,BlackRock,employed_by,Chief Operating Officer Rob Goldstein said Thursday at the firm's investor day in New York,
1501,Rob Jenks,person,Executive,1,Gray Swan,employed_by,"Gray Swan, the leader in AI security solutions, announced that Dr. Rob Jenks joined the executive team as Chief Strategy Officer",
1548,Roger Grosse,person,Executive,1,AI Safety Foundation,board_member,Roger GrosseDirector,
1593,Ruairí Donnelly,person,Executive,1,Macroscopic Ventures,employed_by,Ruairí Donnelly President Ruairí oversees our programs and strategy. Previously he worked at AI safety organizations and in the cryptocurrency industry. He is also a member of the board of the Center for AI Safety.,
1633,Rudolf Laine,person,Executive,1,Workshop Labs,co_founded_with,"Luke Drago and I are co-founding Workshop Labs, a company to keep humans empowered as AI advances.",
1543,Sarah Friar,person,Executive,1,OpenAI,employed_by,"Key people: Bret Taylor (chairman), Sam Altman (CEO), Greg Brockman (president), Sarah Friar (CFO), Fidji Simo (CEO of Applications)",
1701,Serkan Piantino,person,Executive,1,Meta AI,founded,"Founders | Rob Fergus, Yann LeCun, Serkan Piantino, Mark Zuckerberg",
1625,Siméon Campos,person,Executive,1,SaferAI,founded,Siméon is Executive Director and founder of SaferAI,
1578,Stacey Svetlichnaya,person,Executive,1,AI Objectives Institute,employed_by,Stacey Svetlichnaya: Chief Technology Officer,
1586,Tamay Besiroglu,person,Executive,1,Epoch AI,co_founded_with,"Epoch AI was co-founded in June 2022 by Jaime Sevilla and Tamay Besiroglu, among others",
1512,Tristan Cook,person,Executive,1,Center on Long-Term Risk,employed_by,He'll be succeeded by Tristan Cook as Managing Director,
1211,Valérie Pisano,person,Executive,2,Mila; Mila - Quebec Artificial Intelligence Institute,employed_by,"Valérie Pisano, President and CEO | Valerie Pisano, Observer, Board of Directors, President and CEO – Mila",
1310,Ylli Bajraktari,person,Executive,1,Special Competitive Studies Project,employed_by,Ylli Bajraktari President and CEO Special Competitive Studies Project (SCSP),
1226,Yossi Matias,person,Executive,1,Google Research,employed_by,"Yossi Matias, Vice President & Head of Google Research, on behalf of the Google Research team",
1217,Zach Seward,person,Executive,1,New York Times,employed_by,"Zach Seward, The New York Times' editorial director of A.I. initiatives",
1500,Zico Kolter,person,Executive,1,Gray Swan,founded,"Dr. Zico Kolter, Chief Scientist and Co-Founder of Gray Swan",
1685,Zoe Williams,person,Executive,1,Institute for AI Policy and Strategy (IAPS),employed_by,"Zoe Williams has been named Managing Director, overseeing the organization's day-to-day operations",
1432,Advanced Machine Intelligence Labs,organization,Frontier Lab,1,Yann LeCun,founded,"The company he founded, Advanced Machine Intelligence Labs(or AMI Labs), is run by CEO Alex LeBrun",
1433,AMI Labs,organization,Frontier Lab,1,Yann LeCun,employed_by,LeCun is a professor of computer science and data science at New York University and executive chairman of the AI startup AMI Labs,
1380,High-Flyer AI,organization,Frontier Lab,2,DeepSeek; Liang Wenfeng,founded; funded_by,"DeepSeek operates independently but is financially backed by High-Flyer, which has been crucial for its large-scale AI | In 2019, Liang founded High-Flyer AI which was dedicated to research on AI algorithms and its basic applications",
1333,McGill AI Lab,organization,Frontier Lab,1,McGill University,affiliated,We are a student lab at McGill University focusing on frontier AI research,
1402,Stability AI,organization,Frontier Lab,1,Ed Newton-Rex,employed_by,"He later led the Audio team at Stability AI, where his team's product, Stable Audio, was named one of TIME Magazine's best inventions of the year in 2023",
1343,Arizona Secretary of State,organization,Government/Agency,1,David Evan Harris,advises,"Harris recently began serving as a Member of the Artificial Intelligence (AI) and Election Security Advisory Committee, convened by Arizona's Secretary of State",
1266,ARPA-H,organization,Government/Agency,1,DARPA,partner_of,"DARPA's Artificial Intelligence Cyber Challenge (AIxCC), in collaboration with ARPA-H",
1159,California Department of General Services,organization,Government/Agency,1,State of California,subsidiary_of,The California Department of General Services (DGS) and California Department of Technology,
1161,California Department of Human Resources,organization,Government/Agency,1,State of California,subsidiary_of,"Collectively, CDT, DGS, and the California Department of Human Resources (CalHR) are responsible for providing guidance, support, and training to state entities",
1160,California Department of Technology,organization,Government/Agency,1,State of California,subsidiary_of,The California Department of General Services (DGS) and California Department of Technology,
1479,"Commerce, Science and Transportation Committee",organization,Government/Agency,1,Ed Markey,employed_by,"Senator Edward J. Markey (D-Mass.), member of the Commerce, Science and Transportation Committee",
1484,Congressional AI Caucus,organization,Government/Agency,1,Jay Obernolte,affiliated,He also serves as vice-chair of the Congressional AI Caucus,
1299,CTBT organization,organization,Government/Agency,1,Bayesian Logic Inc.,partner_of,This project has been deployed by the CTBT organization of the U.N. to aid human analysts to locate nuclear explosions.,
1131,DAF-MIT AI Accelerator,organization,Government/Agency,1,Massachusetts Institute of Technology,partner_of,The DAF-MIT AI Accelerator is designed to make fundamental advances in artificial intelligence to improve Department of the Air Force operations,
1774,"Department for Science, Innovation and Technology",organization,Government/Agency,1,Centre for Long-Term Resilience,advises,"we recommend that the Department for Science, Innovation and Technology (DSIT) urgently implements a 'preparedness framework' to protect the nation's security",
1151,Education and Workforce Committee,organization,Government/Agency,1,U.S. House of Representatives,subsidiary_of,"Today, the Education and Workforce Committee held the first hearing in a series examining how Artificial Intelligence (AI) is impacting the workforce, job training, and education.",
1492,Empire AI,organization,Government/Agency,1,Kathy Hochul,founded,"Governor Kathy Hochul today announced a historic agreement with the Legislature to establish Empire AI, a first-of-its-kind consortium to secure New York's place at the forefront of artificial intelligence research",
1184,Engineering and Physical Sciences Research Council,organization,Government/Agency,1,University College London,funded_by,"The Engineering and Physical Sciences Research Council (EPSRC), part of UK Research and Innovation (UKRI), is investing £80 million in the new hubs",
1699,General Services Administration,organization,Government/Agency,1,FTC (Federal Trade Commission),collaborator,the agency will leverage existing expertise at the Office of Management and Budget (OMB) and the General Services Administration's (GSA) AI Center of Excellence to assist with AI adoption,
1146,Global AI Frontier Lab,organization,Government/Agency,1,New York University,subsidiary_of,"the Global AI Frontier Lab as a strategic international hub for research and innovation, located on NYU's Brooklyn campus",
1322,Government of Canada,organization,Government/Agency,1,Element AI,funded_by,It was funded by the Government of Canada for CAD$5 million,
1158,Government Operations Agency,organization,Government/Agency,1,State of California,subsidiary_of,"The Government Operations Agency, the California Department of General Services, the",
1150,House Committee on Science Space & Tech,organization,Government/Agency,1,U.S. House of Representatives,subsidiary_of,Opening Statement of Chairman Jay Obernolte at Advancing America's AI Action Plan - Opening Statements - House Committee on Science Space & Tech - Republicans,
1469,House Democratic Commission on AI and the Innovation Economy,organization,Government/Agency,1,Ted Lieu,employed_by,"Caucus Vice Chair Ted Lieu (CA-36), Rep. Josh Gottheimer (NJ-05) and Rep. Valerie Foushee (NC-04) will serve as Co-Chairs",
1467,"House Science, Space, and Technology Committee",organization,Government/Agency,1,Frank Lucas,employed_by,"Rep. Lucas made the remarks at the start of a hearing held by the House Science, Space and Technology Committee he chairs",
1303,Idaho National Laboratory,organization,Government/Agency,1,Jim Risch,supporter_of,"The Idaho National Laboratory is already a leader in AI, national security, and cybersecurity, and the TEST AI Act will use the National Labs' capabilities to establish safeguards to prevent misuse of this growing technology",
1147,Institute for Information & Communications Technology Planning & Evaluation,organization,Government/Agency,1,New York University,partner_of,"AI & Digital Business Partnership between NYU and a consortium of Korean institutions, including the Institute for Information & Communications Technology Planning & Evaluation (IITP)",
1259,International Telecommunication Union,organization,Government/Agency,1,United Nations,partner_of,UNDP collaborates closely with the UN Inter-Agency Working Group on AI and partners with organizations such as the International Telecommunication Union and UNESCO,
1155,International Trade Administration,organization,Government/Agency,1,U.S. Department of Commerce,subsidiary_of,The U.S. Department of Commerce's International Trade Administration (ITA) today announced the implementation of the American AI Exports Program,
1421,Joint Economic Committee,organization,Government/Agency,2,Don Beyer; Maggie Hassan,affiliated; board_member,"He serves on Congress' Joint Economic Committee | Today, U.S. Senators Maggie Hassan (D-NH), Ranking Member of the Joint Economic Committee",
1296,NASA Ames Research Center,organization,Government/Agency,1,Peter Norvig,employed_by,"He was head of NASA Ames's Computational Sciences Division, where he was NASA's senior computer scientist",
1416,National Institute for Standards and Technology,organization,Government/Agency,1,Ben Ray Luján,collaborator,The TEST AI Act would direct the collaboration between the National Institute for Standards and Technology (NIST) and the Department of Energy (DOE) to establish a testbed pilot program to develop and refine measurement standards for evaluating AI systems,
1468,National Institutes of Standard and Technology,organization,Government/Agency,1,Frank Lucas,affiliated,Their goal is to promote a multidisciplinary workforce to help advance the integration and training of AI systems by building on the existing infrastructure of the National Science Foundation (NSF) and the National Institutes of Standard and Technology (NIST),
1164,NYS Office of Information Technology Services,organization,Government/Agency,1,State of New York,subsidiary_of,IT Policy: Updated: 03/11/2025 Acceptable Use of Issued By: NYS Office of Information Technology Services,
1336,OECD,organization,Government/Agency,1,International Association for Safe and Ethical AI,partner_of,"With headquarters in Geneva and regional chapters in over 40 countries, IASEAI has become a trusted advisor to the United Nations, the OECD, and the European Union on matters related to AI governance",
1295,Office of Management and Budget,organization,Government/Agency,2,FTC (Federal Trade Commission); U.S. Department of Transportation,affiliated; collaborator,the agency will leverage existing expertise at the Office of Management and Budget (OMB) and the General Services Administration's (GSA) AI Center of Excellence to assist with AI adoption | This document presents the U.S. Department of Transportation's (DOTs) formal Compliance Plan in response to th,
1165,Ohio Department of Job and Family Services,organization,Government/Agency,1,State of Ohio,subsidiary_of,"The Ohio Department of Job and Family Services oversees a range of state programs including job training, unemployment insurance, food assistance, adult protective services and child support services.",
1238,Pentagon,organization,Government/Agency,1,Palantir,partner_of,"Palantir's (PLTR.O), opens new tab Maven artificial intelligence system will become an official program of record, Deputy Secretary of Defense Steve ​Feinberg said in a letter to Pentagon leaders, a move that locks in long-term use of Palantir's weapons-targeting technology across ‌the U.S. military",
1408,Senate AI Caucus,organization,Government/Agency,1,Mike Rounds,affiliated,"U.S. Senator Mike Rounds (R-S.D.), co-chair of the Senate AI Caucus",
1148,"Senate Committee on Commerce, Science and Transportation",organization,Government/Agency,3,Jerry Moran; Maria Cantwell; United States Senate,affiliated; subsidiary_of,"U.S. Senator Jerry Moran (R-Kan.), a senior member of the Committee | U.S. Senator Maria Cantwell (D-Wash.), Ranking Member of the Senate Committee on Commerce, Science and Transportation | U.S. Senate Committee on Commerce, Science, & Transportation",
1427,Senate Committee on Homeland Security and Governmental Affairs,organization,Government/Agency,1,Jacky Rosen,affiliated,"U.S. Senators Jacky Rosen (D-NV), a member of the Senate Committee on Homeland Security and Governmental Affairs (HSGAC)",
1419,Small Business Administration,organization,Government/Agency,1,Joni Ernst,critic_of,"Sen. Joni Ernst, R-Iowa, is seeking information about the Small Business Administration's IT investments and alleged undisclosed artificial intelligence use cases",
1169,Trump administration,organization,Government/Agency,1,Republican Party,critic_of,"The Trump administration has flipped the script, aggressively pressuring Republican state legislators to abandon bills designed to protect children and establish basic transparency requirements for AI companies",
1360,UK government's Frontier AI Taskforce,organization,Government/Agency,3,Centre for Long-Term Resilience; Demis Hassabis; Paul Christiano,advises,"We work with the UK Government and wider Artificial Intelligence policy community to develop and implement best-practice governance recommendations | He is the chief executive officer and co-founder of Google DeepMind and Isomorphic Labs, and a UK Government AI Adviser | In September 2023, Christian",
1260,UNESCO,organization,Government/Agency,1,United Nations,partner_of,UNDP collaborates closely with the UN Inter-Agency Working Group on AI and partners with organizations such as the International Telecommunication Union and UNESCO,
1241,U.S. Army,organization,Government/Agency,1,Palantir,partner_of,"Palantir, which has landed a growing ​stream of contracts with the U.S. government, including a deal announced last summer with the U.S. Army worth up to $10 billion",
1438,U.S. Department of Labor,organization,Government/Agency,1,Daniel Ho,advises,as Senior Advisor on Responsible AI at the U.S. Department of Labor,
1157,U.S. Department of State,organization,Government/Agency,1,U.S. Department of Commerce,partner_of,The Department of Commerce will also partner with the Department of State to leverage its foreign service officers and ambassadors in support of this effort around the world,
1185,U.S. National Science Foundation,organization,Government/Agency,5,Brown University; Cory Booker; Frank Lucas; Lynne Parker; National Bureau of Economic Research (NBER),affiliated; employed_by; funded_by; supporter_of,"With a $20 million grant from the U.S. National Science Foundation, Brown University researchers will lead an artificial intelligence research institute aimed at developing a new generation of AI assistants | The bill directs the National Science Foundation to establish an AI Grand Challenges Progra",
1428,U.S. Senate Commerce Committee,organization,Government/Agency,2,Senate AI Working Group; Ted Cruz,employed_by; subsidiary_of,"A Roadmap for Artificial Intelligence Policy in the U.S. Senate | Today, U.S. Senate Commerce Committee Chairman Ted Cruz (R-Texas) released a legislative framework designed to promote American leadership in artificial intelligence.",
1250,AMD,organization,Infrastructure & Compute,1,University of Toronto,partner_of,"The University of Toronto's department of computer science and AMD, a global leader in high-performance computing, have announced a research and development (R&D) lab aimed at developing next-generation technologies in artificial intelligence and computing",
1347,Helion Energy,organization,Infrastructure & Compute,2,Dustin Moskovitz; Sam Altman,employed_by; invested_in,"In 2020, Moskovitz led a $40 million Series D funding round for fusion power start-up Helion Energy. | Title: CEO of OpenAI, Chairman of Helion Energy, President of Y Combinator (until 2019)",
1134,Massachusetts Green High Performance Computing Center,organization,Infrastructure & Compute,1,Harvard University,partner_of,"The Kempner's AI cluster resides in the Massachusetts Green High Performance Computing Center (MGHPCC), a modern datacenter in western Massachusetts shared by the Boston-area universities.",
1340,National Infrastructure Fund,organization,Infrastructure & Compute,1,Humain,funded_by,"Saudi Arabia's National Infrastructure Fund and Humain, the kingdom's artificial intelligence company, announced a financing agreement of up to $1.2 billion",
1377,SpaceX,organization,Infrastructure & Compute,5,Elon Musk; Founders Fund; Joshua Kushner; Sriram Krishnan; xAI,employed_by; invested_in; subsidiary_of,"Elon Reeve Musk (/ˈiːlɒn/ EE-lon; born June 28, 1971) is a businessman and entrepreneur known for his leadership of Tesla, SpaceX, X, and xAI | Founders Fund was the first institutional investor in Space Exploration Technologies (SpaceX) | The firm invests in roughly a dozen new companies per year a",
1257,Yale Center for Research Computing,organization,Infrastructure & Compute,1,Yale University,subsidiary_of,Most of these new GPUs will be installed on clusters maintained by the Yale Center for Research Computing (YCRC),
1718,Alex Immerman,person,Investor,1,Andreessen Horowitz (a16z),employed_by,Alex Immerman is a partner on the Growth team at Andreessen Horowitz,
1717,Anish Acharya,person,Investor,1,Andreessen Horowitz (a16z),employed_by,Anish Acharya is an entrepreneur and general partner at Andreessen Horowitz,
1595,Arden Berg,person,Investor,1,Macroscopic Ventures,employed_by,Arden Berg Investor Arden works on investments. He has a background in economics and previously worked on investigating the trajectory of AI.,
1751,Arthur Breitman,person,Investor,1,Conjecture,invested_in,"We have VC backing from, among others, Nat Friedman, Daniel Gross, Patrick and John Collison, Arthur Breitman, Andrej Karpathy, and Sam Bankman-Fried",
1650,Daniel Levy,person,Investor,1,Safe Superintelligence Inc.,co_founded_with,"Safe Superintelligence Inc. (SSI Inc.) is an Israeli-American artificial intelligence company founded by Ilya Sutskever, the former chief scientist of OpenAI; Daniel Gross, former head of Apple's AI efforts; and Daniel Levy, an investor and AI researcher",
1750,John Collison,person,Investor,1,Conjecture,invested_in,"We have VC backing from, among others, Nat Friedman, Daniel Gross, Patrick and John Collison, Arthur Breitman, Andrej Karpathy, and Sam Bankman-Fried",
