row_num,funder,recipient,amount_usd,citation
166,Open Philanthropy Project,Global Priorities Institute,"","A new interdisciplinary research centre designed to investigate how to do the most good has opened at the University, thanks to generous philanthropic support from Luke Ding, Shamil Chandaria and the Open Philanthropy Project."
167,Open Philanthropy Project,Percy Liang,25000.00,"Open Philanthropy previously made a $25,000 planning grant to Professor Liang in March 2017 to enable him to spend substantial time engaging with Open Philanthropy's process to determine whether to proceed with this larger award."
168,Open Philanthropy Project,Stanford University,1337600.00,"The Open Philanthropy Project awarded a grant of $1,337,600 over four years (from July 2017 to July 2021) to Stanford University to support research by Professor Percy Liang and three graduate students on artificial intelligence (AI) safety and alignment."
169,Oxford Martin School,Future of Humanity Institute,"","The institute was established in 2005 with funding from the Oxford Martin School (then known as the James Martin 21st Century School) until 2015, and with many of its researchers maintain close collaborative links with the School through its research programmes, policy initiatives and public engagem"
170,Palantir Technologies,Jacob Helberg,840000.00,"Before entering government, Helberg served as Senior Advisor to Palantir Technologies CEO Alex Karp from September 2023, earning $840,000 in consulting fees"
171,Patrick Collison,Entrepreneurs First,"","Our latest funding comes from some of the world's most experienced founders and investors, including John & Patrick Collison, Eric Schmidt, Charlie Songhurst, Aidan Gomez, Matt Cohler, Mati Staniszewski, Danny Rimer and Jeff Dean, alongside leading institutional investors including Greylock."
172,Peter Thiel,Facebook,500000.00,"In August 2004, Thiel became Facebook's first outside investor by acquiring a 10.2% stake in the company for $500,000."
173,Reid Hoffman,Entrepreneurs First,"","EF's impressive global roster of backers includes John and Patrick Collison (co-founders of Stripe), Taavet Hinrikus (co-founder of Wise), Reid Hoffman (co-founder of LinkedIn), Matt Mullenweg (co-founder of WordPress), Tom Blomfield (co-founder of Monzo and GoCardless)."
174,Saving Humanity from Homo Sapiens (SHfHS),Future of Humanity Institute,"","The following organizations are ones that SHfHS has identified as being particularly effective and doing particularly important work on preventing X-Risk, and so has elected to help fund... Saving Humanity from Homo Sapiens is proud to fund: Future of Humanity Institute"
175,Saving Humanity from Homo Sapiens (SHfHS),Machine Intelligence Research Institute,"","The following organizations are ones that SHfHS has identified as being particularly effective and doing particularly important work on preventing X-Risk, and so has elected to help fund... Saving Humanity from Homo Sapiens is proud to fund: Machine Intelligence Research Institute"
176,Survival and Flourishing Fund,Berkeley Existential Risk Initiative,1600000.00,>1.6 million from the Survival and Flourishing Fund
177,U.S. Department of Defense,Anduril Industries,43700000.00,"Anduril will receive an additional $43.7 million in government funding to expand its solid-rocket motor production capacity, the company announced early this morning. The additional Defense Production Act Title III money brings Anduril's total award to $58 million after the initial $14.3 million awa"
178,U.S. Department of Defense,Jeff Hancock,"","His research has been supported by funding from the U.S. National Science Foundation and the U.S. Department of Defense and featured in the popular press, including the New York Times, CNN, NPR, CBS and the BBC."
179,U.S. Department of Defense,MIT CSAIL,"","The U.S. Department of Defense (DoD) recently announced the recipients of its Multidisciplinary University Research Initiative (MURI) awards for 2023. This year, MIT Department of Electrical Engineering and Computer Science (EECS) Assistant Professor and CSAIL member Pulkit Agrawal, as well as MIT D"
180,U.S. Department of Energy,Carnegie Mellon University,3094435.00,"Today, Congresswoman Summer Lee (PA-12), who serves on the House Science, Space and Technology committee announced that Pittsburgh will receive $3,094,435 in federal funding through the Department of Energy (DOE) to Carnegie Mellon University (CMU) for advancements enabling decarbonization in ore-ba"
181,U.S. Department of Energy,Federation of American Scientists,"",The U.S. Department of Energy (DOE) is the primary funder of the FAS Building Technologies Program.
182,U.S. Department of Energy,Idaho National Laboratory,1900000.00,"Idaho National Laboratory (INL), in collaboration with FirstIgnite and seven other national laboratories, has been awarded a $1.9 million grant by the U.S. Department of Energy (DOE). The grant supports the AI Technology Licensing Accelerator Solution (ATLAS), a pioneering two-year project designed "
183,U.S. Department of Energy,Idaho National Laboratory,150000000.00,Supports infrastructure improvements at the two complexes at the Idaho National Laboratory. This funding will support nearly a dozen projects at INL's Advanced Test Reactor and Materials Fuels Complex
184,U.S. Department of Energy,Idaho National Laboratory,1400000.00,"The Idaho National Laboratory (INL) has received three funding awards from the U.S. Department of Energy's (DOE) Technology Commercialization Fund program. The funding, totaling $1.4 million with an additional cost share of $800,000, will help further the lab's groundbreaking work in grid resilience"
185,U.S. Department of Energy,President's Council of Advisors on Science and Technology (PCAST),1000000.00,"The Department of Energy (DOE) shall provide such administrative services as PCAST may require, with the approval of the Director of the Office of Science. In addition, DOE shall provide such funding as PCAST may require. The estimated annual costs associated with supporting the committee is $1,000,"
186,U.S. Department of Energy,Priya Donti,"","At CMU, I held the U.S. Department of Energy Computational Science Graduate Fellowship, the Siebel Scholarship, and the NSF Graduate Research Fellowship."
187,U.S. Department of Energy,University of Tennessee,20000000.00,"The University of Tennessee, Knoxville, which has one of the best nuclear engineering programs in the country, has been awarded a $20 million grant from the US Department of Energy to revolutionize the design and manufacturing of high-performance materials for fusion energy systems."
