id,name,category,importance,rationale
959,Plurality Institute,Think Tank/Policy Org,2,Plural-tech research + convening; Weyl-adjacent.
960,RadicalxChange,Think Tank/Policy Org,2,Weyl's mechanism-design nonprofit; quadratic voting/funding.
1762,Economic Security Action California,Think Tank/Policy Org,2,State-level CA AI-policy advocacy; SB 1047 + SB 53 co-sponsor.
344,Public AI Network,Think Tank/Policy Org,2,Global network promoting AI as public infrastructure.
540,Public AI,Think Tank/Policy Org,2,SF nonprofit advocating public-interest AI-infra alternative.
957,Windfall Trust,Think Tank/Policy Org,2,Economic-redistribution-of-AI-gains research project.
1524,The Hastings Center,Think Tank/Policy Org,2,Bioethics research institute (est. 1969); Ethics of AI in Health program.
1062,Civic Signals,Think Tank/Policy Org,2,Pariser + Stroud research initiative; media-engagement-centered.
1431,Encode AI,Think Tank/Policy Org,2,Revanur's youth-led DC nonprofit; CA SB 53 + NY RAISE Act sponsor.
429,Institute for Law & AI (LawAI),Think Tank/Policy Org,2,"40+ researchers, 12 countries; Legal Priorities Project successor."
408,Convergence Analysis,Think Tank/Policy Org,2,AI alignment + ethics + governance research; 9-person team.
390,Simon Institute for Longterm Governance,Think Tank/Policy Org,2,Geneva 5-staff nonprofit; international AI governance + multilateral.
277,Transformative Futures Institute,Think Tank/Policy Org,2,501(c)(3) research org; Gruetzemacher-led; CSER affiliate.
290,AI Governance & Safety Canada,Think Tank/Policy Org,2,15-staff Canadian nonprofit; parliamentary AI-policy testimony.
295,Future Matters,Think Tank/Policy Org,2,German nonprofit with 501(c)(3) equiv; AI-gov + biosec + climate.
291,Center for Law & AI Risk,Think Tank/Policy Org,2,Arbel + Salib ~2-person academic research center.
233,Berggruen Institute,Think Tank/Policy Org,2,LA-based institute with Beijing/Venice centers; 21st-c institution-shaping.
393,Vista Institute for AI Policy,Think Tank/Policy Org,1,Rethink Priorities fiscal-sponsored project; 6 staff; virtual courses.
370,Talos Fellowship (Talos Network),Think Tank/Policy Org,1,EU Tech Policy Fellowship; 50 fellows/yr; training pipeline.
314,Odyssean Institute,Think Tank/Policy Org,1,UK + 4 continents; 12 researchers; 'Odyssean Process' methodology.
294,Good Ancestors,Think Tank/Policy Org,1,Australian small charity; AI long-term-future focus.
329,ILINA Program,Think Tank/Policy Org,1,African research program; 14 employees; Junior Research Fellowship.
350,Association for Long Term Existence and Resilience (ALTER),Think Tank/Policy Org,1,Israeli 5-staff nonprofit; AI-safety consortium institutional member.
472,Association for Long Term Existence and Resilience,Think Tank/Policy Org,1,DUP of [350] — same org; merge candidate.
517,Center for Security and Emerging Technology,Think Tank/Policy Org,1,DUP of [131] — same org; merge candidate.
518,The AI Whistleblower Initiative,Think Tank/Policy Org,1,DUP of [362] in Labor/Civil Society — AI-insider-whistleblowing org.
477,Quantified Uncertainty Research Institute,Think Tank/Policy Org,1,Forecasting + epistemics research; small niche.
211,Andreessen Horowitz (a16z),VC/Capital/Philanthropy,5,$15B+ raised; Andreessen + Horowitz; defining pro-AI VC anchor + political weight (Techno-Optimist Manifesto).
744,SoftBank,VC/Capital/Philanthropy,5,$140B+ Vision Funds; $40B+ into OpenAI + Stargate lead; largest single AI-infrastructure bettor.
807,Sequoia Capital,VC/Capital/Philanthropy,5,$85B AUM; OpenAI + Anthropic + Reflection AI; defining AI-VC investor with industry-shaping theses.
134,Founders Fund,VC/Capital/Philanthropy,5,$17B AUM; Thiel-founded; Palantir anchor; politically consequential AI-VC.
128,Coefficient Giving (formerly Open Philanthropy),VC/Capital/Philanthropy,5,Anchors AI-safety philanthropy; $4B+ granted; defines AI-safety funding pipeline (Moskovitz/Tuna).
1055,Gates Foundation,VC/Capital/Philanthropy,5,Third-largest private foundation; Microsoft-adjacent; global health + AI-for-good mainstream anchor.
1076,BlackRock,VC/Capital/Philanthropy,5,$14T AUM; AI Infrastructure Partnership; largest asset manager; Aladdin/Asimov AI deployment + Fink public voice.
1338,Public Investment Fund,VC/Capital/Philanthropy,5,Saudi sovereign ($930B AUM); $40B AI investment + Humain; MbS's state-AI-sovereign vehicle.
806,Khosla Ventures,VC/Capital/Philanthropy,4,Vinod Khosla; $16B AUM; earliest major OpenAI backer ($50M); AI-policy voice.
808,Greylock,VC/Capital/Philanthropy,4,"Reid Hoffman partner; major AI investor (OpenAI, Anthropic, Inflection)."
809,Lux Capital,VC/Capital/Philanthropy,4,$7B AUM; Anduril + Applied Intuition; defense-AI VC anchor (Josh Wolfe).
1056,Emerson Collective,VC/Capital/Philanthropy,4,Laurene Powell Jobs; $1B+ AI startup investments; Jony Ive backer.
243,Thrive Capital,VC/Capital/Philanthropy,4,Kushner's ~$50B AUM; ~$1B into OpenAI; Thrive X $10B latest fund.
814,Schmidt Futures,VC/Capital/Philanthropy,4,Eric + Wendy Schmidt; transitioned to Schmidt Sciences 2024; major AI-safety + science backer.
288,Science of Trustworthy AI (Schmidt Sciences),VC/Capital/Philanthropy,4,"Schmidt philanthropic arm; major AI-safety grants ($5M+ projects); advisory board includes Fei-Fei Li, Bengio."
810,8VC,VC/Capital/Philanthropy,4,Joe Lonsdale's $7B AUM; 35 unicorns; Palantir-adjacent; Leading the Future super-PAC backer.
241,Y Combinator,VC/Capital/Philanthropy,4,"World's most prolific accelerator; 5,000+ portfolio companies; AI startup discovery engine."
1239,In-Q-Tel,VC/Capital/Philanthropy,4,CIA-affiliated independent nonprofit VC; defining US-intel AI investor.
1246,MGX investment group,VC/Capital/Philanthropy,4,UAE state AI vehicle (Mubadala/G42); Stargate participant; $100B+ target.
1249,Macquarie Asset Management,VC/Capital/Philanthropy,4,$17B+ AI infrastructure (data center + HPC); major institutional AI-infra backer.
1515,William and Flora Hewlett Foundation,VC/Capital/Philanthropy,4,$13.9B foundation; major AI-governance/cyber-policy funder.
1525,MacArthur Foundation,VC/Capital/Philanthropy,4,$7B endowment; Humanity AI $500M initiative co-founder.
1390,Ford Foundation,VC/Capital/Philanthropy,4,"Humanity AI $200M+ coalition (with MacArthur, Omidyar, Mozilla, OSF); DAIR funder."
1766,Effective Ventures,VC/Capital/Philanthropy,4,EA umbrella org; hosts EA Funds + Centre for Effective Altruism; defines EA-AI-safety-grant infrastructure.
1583,Good Ventures,VC/Capital/Philanthropy,4,Moskovitz + Tuna foundation; >50% of Open Phil/Coefficient Giving funding; anchor donor.
255,Survival and Flourishing Fund,VC/Capital/Philanthropy,3,Jaan Tallinn-funded; $152M total granted; major AI-x-risk grantmaker.
266,The Navigation Fund,VC/Capital/Philanthropy,3,McCaleb's $1.3B endowment; grew 9x in one year.
1222,Craig Newmark Philanthropies,VC/Capital/Philanthropy,3,Craig Newmark; $100M+ Cyber Civil Defense; AI-safety + trustworthy-journalism.
1215,Ballmer Group,VC/Capital/Philanthropy,3,Ballmer-founded philanthropy; co-launched NextLadder Ventures (July 2025).
1404,Thrive Holdings,VC/Capital/Philanthropy,3,Thrive Capital AI-focused holdco (Apr 2025); acquires AI-advantaged companies.
1765,Carnegie Corporation of New York,VC/Capital/Philanthropy,3,$4.5B assets; $174M annual grants; major philanthropy.
1243,AI Fund,VC/Capital/Philanthropy,3,Andrew Ng's venture studio; $190M Fund II (2025).
387,Longview Philanthropy,VC/Capital/Philanthropy,3,$133M directed to AI-risk-reduction (Mar 2026); Frontier AI Fund ($20M).
159,Macroscopic Ventures,VC/Capital/Philanthropy,3,Swiss nonprofit; $10M/yr AI-risk grants; CAIF $15M commitment.
284,Long-Term Future Fund,VC/Capital/Philanthropy,3,"$50M+ across 1,500+ grants; foundational EA-AI-safety grantmaker."
1057,AngelList,VC/Capital/Philanthropy,3,Naval's platform; $127M annual deal flow; infrastructure for startup economy.
1213,Inovia Capital,VC/Capital/Philanthropy,3,$2.2B AUM Canadian VC; Cohere investor.
1069,MSR,VC/Capital/Philanthropy,3,dup sentinel (not real)
1540,Menlo Ventures,VC/Capital/Philanthropy,3,$1.35B AI-era fund; 25 unicorns; Anthropic investor.
1539,B Capital,VC/Capital/Philanthropy,3,$9B AUM (Saverin-founded); 9 offices; AI investments.
1608,Delphi Ventures,VC/Capital/Philanthropy,3,Crypto/Web3 VC; crypto-AI intersection focus.
1640,Cisco Investments,VC/Capital/Philanthropy,3,"$1B AI fund (June 2024); Cohere, Mistral, Scale AI investments."
1651,DST Global,VC/Capital/Philanthropy,3,Milner-founded global late-stage VC.
1652,SV Angel,VC/Capital/Philanthropy,3,Ron Conway's iconic SV seed fund; early Google/Facebook/Twitter.
1653,Greenoaks Capital,VC/Capital/Philanthropy,3,$2.5B Fund VI (one of largest-ever single-GP); concentrated bets.
1688,Gigafund,VC/Capital/Philanthropy,3,Nosek (PayPal) + Oskoui; SpaceX-focused concentrated VC.
1323,Data Collective,VC/Capital/Philanthropy,2,DCVC deep-tech VC; computational approaches; Ocko + Bogue.
1324,Real Ventures,VC/Capital/Philanthropy,2,Canada's leading early-stage VC; $325M AUM.
1114,Element AI,VC/Capital/Philanthropy,2,"Montreal-based Canadian AI company (Bengio, Chapados); acquired by ServiceNow 2020; historical."
163,Lionheart Ventures,VC/Capital/Philanthropy,2,Early-stage AI + biotech VC; 6-country presence.
167,Juniper Ventures,VC/Capital/Philanthropy,2,AI-safety-focused VC; spun out of Climate Capital.
813,Plural,VC/Capital/Philanthropy,2,Hogarth partner; 22 staff; major UK AI-safety VC.
811,Slow Ventures,VC/Capital/Philanthropy,2,Lessin + Colleran; $1B deployed across 500+ companies; generalist.
812,Entrepreneur First,VC/Capital/Philanthropy,2,Matt Clifford's accelerator; $16B portfolio value; $200M raise.
739,AI Grant,VC/Capital/Philanthropy,2,Nat Friedman's nonprofit AI-safety/interpretability grants.
281,EA Infrastructure Fund,VC/Capital/Philanthropy,2,$18.9M+ since 2020 across 499 grants; principles-first EA.
242,EA Long-Term Future Fund,VC/Capital/Philanthropy,2,$20M+ distributed since 2017; renamed from Far Future Fund.
283,Giving What We Can,VC/Capital/Philanthropy,2,10K+ pledgers; Ord + MacAskill; EA-pledge community.
280,Astralis Foundation,VC/Capital/Philanthropy,2,European multi-donor foundation; $25M/yr capacity.
267,AI Alignment Foundation,VC/Capital/Philanthropy,2,Neglected-AI-alignment-approaches fiscal sponsor.
278,AI Risk Mitigation Fund,VC/Capital/Philanthropy,2,$20M+ granted since 2023; Thomas Larsen led.
286,Halcyon Futures,VC/Capital/Philanthropy,2,Dual nonprofit + VC; McCormick (ex-GPV partner).
338,Lightspeed Grants,VC/Capital/Philanthropy,2,"Lightcone Infrastructure, Jaan Tallinn-funded; $9.6M 2023 round."
330,AI2050 (Schmidt Sciences),VC/Capital/Philanthropy,2,$18M+ annual fellowships; Schmidt + Manyika co-chairs.
383,AI Safety Tactical Opportunities Fund (AISTOF),VC/Capital/Philanthropy,2,$10M+ pooled multi-donor fund; Zhang-managed.
300,Catalyze Impact,VC/Capital/Philanthropy,2,Incubated ~15 AI-safety orgs; UK-based.
201,OpenBook,VC/Capital/Philanthropy,2,EA grants database; public grant-tracking.
165,Mythos Ventures,VC/Capital/Philanthropy,2,$14M first fund; Maini's pro-social-AI seed VC.
164,Meta Charity Funders,VC/Capital/Philanthropy,2,Distributed EA funding circle.
156,Ergo Impact,VC/Capital/Philanthropy,2,Niche funder of RAND AGI-geopolitics.
1607,Metaplanet,VC/Capital/Philanthropy,2,Jaan Tallinn's venture-philanthropy vehicle (Estonia).
1687,Protocol Labs,VC/Capital/Philanthropy,2,IPFS + Filecoin; 600+ startup network; tech-infrastructure.
1689,100 Plus Capital,VC/Capital/Philanthropy,2,Longevity-focused VC; AI-adjacent.
1730,"Players Philanthropy Fund, Inc.",VC/Capital/Philanthropy,2,Fiscal sponsor for 500+ orgs + family funds.
198,GiveWiki,VC/Capital/Philanthropy,1,Crowdsourced charity evaluator; AngelList-for-philanthropy.
227,Manifund,VC/Capital/Philanthropy,1,Philanthropic-fundraising platform; small scale.
339,Preamble Windfall Foundation,VC/Capital/Philanthropy,1,Now defunct; Rodriguez-founded ~2022.
340,Superlinear Prizes,VC/Capital/Philanthropy,1,Decentralized bounty platform; listed no-longer-active.
358,Saving Humanity from Homo Sapiens (SHfHS),VC/Capital/Philanthropy,1,Small x-risk philanthropic foundation.
523,Saving Humanity from Homo Sapiens,VC/Capital/Philanthropy,1,DUP of [358] — merge candidate.
479,AI2050,VC/Capital/Philanthropy,1,DUP of [330] AI2050 (Schmidt Sciences).
481,Science of Trustworthy AI,VC/Capital/Philanthropy,1,DUP of [288] — merge candidate.
478,AI Safety Tactical Opportunities Fund,VC/Capital/Philanthropy,1,DUP of [383] — merge candidate.
1731,Survival & Flourishing Fund,VC/Capital/Philanthropy,1,DUP of [255] — merge candidate (note the ampersand difference).
1569,LTFF,VC/Capital/Philanthropy,1,DUP of [284] Long-Term Future Fund — merge candidate (acronym).
1745,Open Philanthropy Project,VC/Capital/Philanthropy,1,DUP of [128] Coefficient Giving — pre-rename entity; merge candidate.
434,5050 AI (by Fifty Years),VC/Capital/Philanthropy,1,Free 13-week AI-safety startup accelerator; 105 companies launched; niche.
1609,The Operating Group,VC/Capital/Philanthropy,1,BVI seed crypto VC; narrow.
162,Cooperative AI Foundation,VC/Capital/Philanthropy,2,UK charity (Exeter); $15M commitment from Macroscopic Ventures; multi-agent AI-safety research support.
1031,White House,Government/Agency,5,Presidential office; sets National AI Policy Framework; Trump + Biden AI EOs; anchor of executive-branch AI policy.
1169,Trump administration,Government/Agency,5,"Current administration shaping U.S. AI policy — Day 1 revoked EO 14110, America's AI Action Plan."
345,White House Office of Science and Technology Policy (OSTP),Government/Agency,5,Kratsios-led; coordinates federal AI policy; anchor technical-policy WH body.
914,Department of Commerce,Government/Agency,5,Houses NIST + BIS; Commerce Secretary (Lutnick) oversees AI standards + chip exports; tier-1 AI-policy agency.
1420,Department of Defense,Government/Agency,5,Largest U.S. federal agency; Hegseth AI strategy (Jan 2026); major AI procurer (CDAO); defense-AI anchor.
909,Federal Trade Commission,Government/Agency,5,Lead AI-enforcement agency; Khan + Ferguson chairs; tier-1 U.S. AI regulator.
912,Department of Justice,Government/Agency,5,AI Litigation Task Force (Jan 2026); antitrust + False Claims AI cases; tier-1 AI-enforcement.
1027,United States Senate,Government/Agency,5,Legislative gatekeeper; AI Insight Forums origin body.
1028,U.S. House of Representatives,Government/Agency,5,Legislative gatekeeper; passed 10-year state-AI-reg moratorium (reversed 2025).
205,Center for AI Standards and Innovation (CAISI),Government/Agency,5,CAISI (ex-AISI) inside NIST; primary U.S. AI-safety gov body (renamed June 2025).
1309,National Institute of Standards and Technology,Government/Agency,5,NIST — AI RMF 1.0; houses CAISI; central U.S. AI-standards body.
915,European Commission,Government/Agency,5,EU AI Act executive; tier-1 global AI-regulator — sets global AI-compliance frame.
234,European AI Office,Government/Agency,5,First comprehensive AI-regulatory body; 125+ staff; enforces EU AI Act.
533,UK AI Security Institute,Government/Agency,5,UK AISI — pivotal pre-deployment model testing partner to frontier labs; UK-AI-policy anchor.
1082,European Union,Government/Agency,5,27-state bloc; AI Act in force Aug 2024; tier-1 global AI regulator.
1081,United Nations,Government/Agency,5,AI Advisory Body + Amandeep Gill; global AI-governance convener.
1148,"Senate Committee on Commerce, Science and Transportation",Government/Agency,4,Cruz-chaired; primary AI legislative jurisdiction; SANDBOX Act.
232,Senate Commerce Committee (AI jurisdiction),Government/Agency,4,DUP sentinel — same as 1148; kept at 4 until merge.
1428,U.S. Senate Commerce Committee,Government/Agency,4,DUP sentinel — same as 1148/232.
1479,"Commerce, Science and Transportation Committee",Government/Agency,3,DUP of 1148 — merge candidate.
166,Senate AI Working Group,Government/Agency,4,Schumer + Rounds + Heinrich + Young; SAFE Innovation Framework + 31-page roadmap.
1149,House Bipartisan Task Force on Artificial Intelligence,Government/Agency,4,Johnson + Jeffries-created Feb 2024; Obernolte + Lieu co-chaired; 273-page AI report.
1150,House Committee on Science Space & Tech,Government/Agency,4,Primary AI R&D jurisdiction; 9 bipartisan AI bills passed Sep 2025.
1033,State of California,Government/Agency,4,"CA AI-bill precedent (SB 53, SB 243); Newsom EOs; largest subnational AI regulator."
1032,U.S. Department of Commerce,Government/Agency,4,DUP sentinel — same as 914.
1358,U.S. Artificial Intelligence Safety Institute,Government/Agency,4,DUP of [205] CAISI (pre-rebrand name).
1789,Bureau of Industry and Security (BIS),Government/Agency,4,Commerce sub-agency; AI chip export controls; Kessler Under Secretary.
1790,National Security Council (NSC),Government/Agency,4,Coordinates NS + tech-AI policy across federal agencies.
1791,President's Council of Advisors on Science and Technology (PCAST),Government/Agency,4,Federal advisory body; Sacks co-chair (post-czar).
913,CISA,Government/Agency,4,DHS cyber-defense agency; Easterly-led; AI EO 14028 implementation.
1437,National Artificial Intelligence Advisory Commission,Government/Agency,4,NAIAC — established by Natl AI Initiative Act 2020; advises President.
1774,"Department for Science, Innovation and Technology",Government/Agency,4,UK dept housing AISI; pro-innovation UK AI framework.
1083,DARPA,Government/Agency,4,DoD's emerging-tech R&D agency; AIxCC competition; historic AI-research anchor.
910,NTIA,Government/Agency,4,Commerce telecom agency; AI Accountability Policy Report; Davidson-led.
1185,U.S. National Science Foundation,Government/Agency,4,"NAIRR pilot (600+ research teams); primary US AI research funder (Littman, Hager)."
1295,Office of Management and Budget,Government/Agency,4,OMB; sets federal AI policy via M-25-21 (Apr 2025); federal CIO Martorana.
1629,US AI Safety Institute Consortium,Government/Agency,4,NIST-led 290+ member consortium; AI-safety research + standards.
1029,California State Senate,Government/Agency,3,CA legislature upper house; Wiener's SB 53 + SB 1047 precedent-setting.
1034,State of Texas,Government/Agency,3,"TRAIGA AI law (Jun 2025, eff Jan 2026)."
1035,State of Colorado,Government/Agency,3,Colorado AI Act (SB 24-205) — first comprehensive state AI anti-discrimination law.
1036,State of New York,Government/Agency,3,NYS AI acceptable-use policy; Empire AI $400M+ consortium.
1107,"Senate Commerce, Science, and Transportation Committee",Government/Agency,3,DUP of 1148 — merge candidate.
1417,Department of Energy,Government/Agency,3,17 national labs; AI for nuclear/grid; Manhattan Project 2.0 framing.
1427,Senate Committee on Homeland Security and Governmental Affairs,Government/Agency,3,Peters-chaired; AI oversight hearings.
1481,Congressional Artificial Intelligence Caucus,Government/Agency,3,House AI Caucus — Eshoo + McCaul founded; Beyer + Obernolte current co-chairs.
1408,Senate AI Caucus,Government/Agency,3,Heinrich + Portman (2019) founding; bipartisan Senate AI forum.
1469,House Democratic Commission on AI and the Innovation Economy,Government/Agency,3,Jeffries-launched Dec 2025; Lieu + Gottheimer + Foushee co-chaired.
1151,Education and Workforce Committee,Government/Agency,3,House committee; 'Building an AI-Ready America' Jan 2026 hearing.
1421,Joint Economic Committee,Government/Agency,3,Bicameral cong econ committee; Hassan ranking member.
309,Global Partnership on AI,Government/Agency,3,GPAI — 29-country intergovernmental initiative; OECD-hosted.
1336,OECD,Government/Agency,3,First intergov AI Principles (2019); 38-country standard-setter.
1260,UNESCO,Government/Agency,3,First global AI ethics recommendation (2021); UN cultural agency.
1259,International Telecommunication Union,Government/Agency,3,UN ICT agency; AI for Good Summit.
1262,European Artificial Intelligence Board,Government/Agency,3,EU AI Act advisory body; member-state representatives.
1322,Government of Canada,Government/Agency,3,First national AI strategy (2017); Pan-Canadian AI Strategy Phase 2 (2022).
961,Taiwan Ministry of Digital Affairs,Government/Agency,3,MoDA (Aug 2022); Audrey Tang legacy; anchor Taiwan-tech-policy body.
428,Advanced Research + Invention Agency (ARIA),Government/Agency,3,UK DARPA-analog; £800M over 5 yrs; Matt Clifford chair.
1706,Department of Homeland Security,Government/Agency,3,3-year AI strategy; AI + border security.
1266,ARPA-H,Government/Agency,3,DARPA-modeled health research agency (2022); AI-medicine grants.
1699,General Services Administration,Government/Agency,3,Federal procurement + tech; AI-procurement standards.
1157,U.S. Department of State,Government/Agency,3,AI diplomacy role; CDP bureau; Bureau of Cyberspace + Digital Policy.
1792,Bureau of Cyberspace and Digital Policy (CDP),Government/Agency,3,State Dept bureau; U.S. digital-diplomacy lead.
1488,National Artificial Intelligence Initiative Office,Government/Agency,3,NAI initiative office inside OSTP.
1155,International Trade Administration,Government/Agency,3,Commerce trade bureau; leads American AI Exports Program (Kimmitt).
1492,Empire AI,Government/Agency,3,NY state AI consortium; $400M+ Hochul-launched.
1438,U.S. Department of Labor,Government/Agency,3,AI Literacy Framework Feb 2026.
1241,U.S. Army,Government/Agency,3,$49B AI/ML Office established Dec 2025; scale of AI-procurement.
1030,New York State Assembly,Government/Agency,2,NYS lower house; AI-legislation venue but narrower than CA.
1037,State of Ohio,Government/Agency,2,ODJFS AI-workforce award; state-level presence.
1038,Office of the Governor of Indiana,Government/Agency,2,Gov. Braun's executive office.
1158,Government Operations Agency,Government/Agency,2,CA GovOps; state-level AI implementation.
1159,California Department of General Services,Government/Agency,2,CA state procurement + AI governance role.
1160,California Department of Technology,Government/Agency,2,CA state IT agency; AI integration for state gov.
1161,California Department of Human Resources,Government/Agency,2,CalHR; CA state workforce + AI ODI partnership.
1164,NYS Office of Information Technology Services,Government/Agency,2,NY state central IT; authored state AI acceptable-use policy.
1165,Ohio Department of Job and Family Services,Government/Agency,2,Ohio DJFS; Baumgardner award-winning.
1238,Pentagon,Government/Agency,2,DUP of [1420] Department of Defense.
1184,Engineering and Physical Sciences Research Council,Government/Agency,2,UK EPSRC; physical-sciences research funder.
1296,NASA Ames Research Center,Government/Agency,2,NASA's Silicon Valley center; Intelligent Systems Division.
1299,CTBT organization,Government/Agency,2,Nuclear-test-ban body (Vienna); AI-verification-adjacent.
1303,Idaho National Laboratory,Government/Agency,2,DOE national lab; nuclear-AI development.
1343,Arizona Secretary of State,Government/Agency,2,Fontes; AI & Election Security Advisory Committee.
1360,UK government's Frontier AI Taskforce,Government/Agency,2,DUP sentinel — became UK AISI; historical £100M taskforce.
1419,Small Business Administration,Government/Agency,2,Small-business AI-adoption support.
1093,U.S. Department of Transportation,Government/Agency,2,DOT; AI for transport safety (autonomous vehicles context).
1707,National Institutes of Health,Government/Agency,2,NIH AI strategic plan; health-AI agency.
1131,DAF-MIT AI Accelerator,Government/Agency,2,DAF + MIT partnership (2019); AI defense research.
1146,Global AI Frontier Lab,Government/Agency,2,U.S.-S.Korea joint lab at NYU; LeCun + Cho co-directors.
1147,Institute for Information & Communications Technology Planning & Evaluation,Government/Agency,2,S. Korean gov ICT R&D planner (IITP).
1467,"House Science, Space, and Technology Committee",Government/Agency,1,DUP of [1150] — merge candidate.
1470,Bipartisan Taskforce on Artificial Intelligence,Government/Agency,1,DUP of [1149] — merge candidate.
1483,House Task Force on Artificial Intelligence,Government/Agency,1,DUP of [1149] — merge candidate.
1484,Congressional AI Caucus,Government/Agency,1,DUP of [1481] — merge candidate.
126,Gray Swan,AI Safety/Alignment,3,CMU-founded AI-security startup.
129,Redwood Research,AI Safety/Alignment,4,Redwood Research — Thomas + Shlegeris + Greenblatt; 'Alignment Faking' paper with Anthropic; leading AI-control research.
130,Center on Long-Term Risk,AI Safety/Alignment,3,CLR (Cook MD); s-risks.
137,Anthropic Institute,AI Safety/Alignment,2,Anthropic's new (March 2026) institute.
138,Existential Risk Observatory,AI Safety/Alignment,2,Barten's Amsterdam nonprofit (2021).
139,Goodfire,AI Safety/Alignment,4,Ho-led interpretability company; mechanistic-interpretability tools.
141,AI Safety Foundation,AI Safety/Alignment,2,Canadian charity (AISF).
142,Cyborgism,AI Safety/Alignment,3,Human-in-the-loop alignment community.
144,How to pursue a career in technical AI alignment,AI Safety/Alignment,1,"Rogers-Smith guide (article, not org)."
145,Aether,AI Safety/Alignment,2,Subramani-led research group.
147,Modeling Cooperation,AI Safety/Alignment,2,Cooperative-AI multi-agent research.
148,Softmax,AI Safety/Alignment,2,"Shear (ex-Twitch, ex-interim-OpenAI)."
149,Equilibria Network,AI Safety/Alignment,2,Collective-intelligence research.
150,Beneficial AI Foundation,AI Safety/Alignment,2,BAIF — 2023 nonprofit.
151,Cadenza Labs,AI Safety/Alignment,2,SERI-MATS alumni interpretability group.
153,Geodesic Research,AI Safety/Alignment,2,Tice + O'Brien; compute-intensive alignment.
154,AI Objectives Institute,AI Safety/Alignment,2,AI Objectives Institute — Eckersley's nonprofit.
158,Epoch AI,AI Safety/Alignment,4,Sevilla-founded (2022); defining AI-compute + benchmark-forecasting research org.
170,TruthfulAI,AI Safety/Alignment,3,Evans + Betley LLM-truthfulness research.
172,Alignment Ecosystem Development (AED),AI Safety/Alignment,3,Alignment Ecosystem Development (AISafety.com operator).
174,Workshop Labs,AI Safety/Alignment,2,Laine's PBC (privacy AI).
176,European Network for AI Safety (ENAIS),AI Safety/Alignment,2,European Network for AI Safety — 13+ countries.
178,RAISEimpact,AI Safety/Alignment,1,Successif program (2024-2025).
179,Safe AI Forum,AI Safety/Alignment,3,SAIF — IDAIS China-West dialogues.
180,Trajectory Labs,AI Safety/Alignment,2,Gibney Toronto coworking (also Trajectory Labs PBC — stealth).
182,Timaeus,AI Safety/Alignment,3,Hoogland + Murfet; Singular Learning Theory alignment nonprofit (Oct 2023).
183,Forethought (AI Safety Research Nonprofit),AI Safety/Alignment,4,MacAskill + Davidson + Sidhu-Brar; AI macrostrategy (mid-2024).
184,Narrow Path (by ControlAI),AI Safety/Alignment,2,ControlAI policy plan.
185,FAR.AI,AI Safety/Alignment,4,Gleave + Berzins; adversarial robustness + interpretability + alignment; Constellation neighbor.
186,Intelligence Rising,AI Safety/Alignment,1,Andreicheva film + workshop org.
187,AI Safety Camp,AI Safety/Alignment,2,AISC — part-time research program.
188,"AI Safety, Ethics and Society (Center for AI Safety)",AI Safety/Alignment,2,"Dan Hendrycks's AI Safety, Ethics and Society course."
190,Alignment of Complex Systems Research Group (ACS),AI Safety/Alignment,2,Charles University Alignment of Complex Systems.
191,Institute for AI Policy and Strategy (IAPS),AI Safety/Alignment,3,Institute for AI Policy and Strategy.
197,From AI to ZI,AI Safety/Alignment,1,Huben's AI-safety Substack.
202,Machine Learning for Alignment Bootcamp (MLAB),AI Safety/Alignment,2,Redwood's Machine Learning for Alignment Bootcamp.
203,London Initiative for Safe AI (LISA),AI Safety/Alignment,2,London Initiative for Safe AI coworking.
206,AE Studio,AI Safety/Alignment,2,Rosenblatt's bootstrapped 150-person AI-alignment + BCI shop.
208,AISafety.com,AI Safety/Alignment,3,AI-safety map + resource hub.
209,Center for AI Safety (CAIS),AI Safety/Alignment,5,5-anchor
212,AI Futures Project,AI Safety/Alignment,4,AI 2027 scenario forecast (Kokotajlo + Lifland + Larsen + Dean).
215,Compassion in Machine Learning (CaML),AI Safety/Alignment,2,Compassion in Machine Learning — synthetic-data welfare.
217,Apollo Research,AI Safety/Alignment,4,x
218,Alignment Research Center (ARC),AI Safety/Alignment,4,Paul Christiano's theoretical alignment shop; Jacob Hilton President.
220,Conjecture,AI Safety/Alignment,4,Leahy + Black + Alfour — interpretability + policy ('A Narrow Path').
221,BlueDot Impact,AI Safety/Alignment,4,Major talent accelerator for AI-safety (AI Safety Fundamentals courses trained thousands).
250,Evitable,AI Safety/Alignment,2,Krueger-founded nonprofit for AI advocacy (2025).
252,Legal Advocates for Safe Science and Technology,AI Safety/Alignment,2,Whitmer (ex-Quinn Emanuel) 3-person team.
253,Legal Safety Lab,AI Safety/Alignment,2,Litigation-focused AI-policy research.
256,Buddhism & AI Initiative,AI Safety/Alignment,2,5-person nonprofit.
257,Astera Neuro & AGI,AI Safety/Alignment,2,$1B+ neuro-AGI program.
260,Arbital,AI Safety/Alignment,1,Defunct AI-alignment wiki (2015–2018).
262,Orthogonal,AI Safety/Alignment,2,Leake's agent-foundations small group.
263,Team Shard,AI Safety/Alignment,2,Turner + Pope MATS-mentor small group.
264,Frontier AI Safety Research,AI Safety/Alignment,2,Argentine AI-safety nonprofit.
265,Aligned AI,AI Safety/Alignment,2,Gorman + Armstrong (ex-FHI); ~$1.1M raised.
